drugbank_id,drug_name,relationship_type,target_name,gene_name,uniprot_id,action
DB00476,Duloxetine,carrier,alpha1-acid glycoprotein,ORM1,P02763,ligand
DB00476,Duloxetine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB00479,Amikacin,target,Small ribosomal subunit protein uS12,rpsL,P0A7S3,inhibitor
DB00481,Raloxifene,target,Estrogen receptor,ESR1,P03372,agonist
DB00481,Raloxifene,target,Estrogen receptor beta,ESR2,Q92731,agonist
DB00481,Raloxifene,target,Serpin B9,SERPINB9,P50453,binder
DB00481,Raloxifene,target,Trefoil factor 1,TFF1,P04155,binder
DB00481,Raloxifene,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor
DB00481,Raloxifene,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,inhibitor
DB00481,Raloxifene,enzyme,Aldehyde oxidase,AOX1,Q06278,inhibitor
DB00481,Raloxifene,enzyme,Aromatase,CYP19A1,P11511,inhibitor
DB00481,Raloxifene,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,inhibitor
DB00481,Raloxifene,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB00481,Raloxifene,enzyme,UDP-glucuronosyltransferase 1A10,UGT1A10,Q9HAW8,substrate
DB00481,Raloxifene,enzyme,UDP-glucuronosyltransferase 1A8,UGT1A8,Q9HAW9,substrate
DB00481,Raloxifene,carrier,Albumin,ALB,P02768,binder
DB00481,Raloxifene,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,binder
DB00481,Raloxifene,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,substrate
DB00481,Raloxifene,transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,Q9NPD5,substrate
DB00481,Raloxifene,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00481,Raloxifene,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00481,Raloxifene,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB00481,Raloxifene,transporter,ATP-binding cassette sub-family C member 3,ABCC3,O15438,substrate
DB00481,Raloxifene,transporter,ATP-binding cassette sub-family C member 4,ABCC4,O15439,substrate
DB00482,Celecoxib,target,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00482,Celecoxib,target,Sialidase-1,NEU1,Q99519,inhibitor
DB00482,Celecoxib,target,Signal transducer and activator of transcription 3,STAT3,P40763,inhibitor
DB00482,Celecoxib,target,Carbonic anhydrase 2,CA2,P00918,inhibitor
DB00482,Celecoxib,target,Carbonic anhydrase 3,CA3,P07451,inhibitor
DB00482,Celecoxib,target,Cadherin-11,CDH11,P55287,inhibitor
DB00482,Celecoxib,target,3-phosphoinositide-dependent protein kinase 1,PDPK1,O15530,inhibitor
DB00482,Celecoxib,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00482,Celecoxib,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00482,Celecoxib,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00482,Celecoxib,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00482,Celecoxib,enzyme,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00482,Celecoxib,transporter,ATP-binding cassette sub-family C member 4,ABCC4,O15439,inhibitor
DB00482,Celecoxib,transporter,Bile salt export pump,ABCB11,O95342,inhibitor
DB00482,Celecoxib,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00482,Celecoxib,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00489,Sotalol,target,Beta-1 adrenergic receptor,ADRB1,P08588,antagonist
DB00489,Sotalol,target,Beta-2 adrenergic receptor,ADRB2,P07550,antagonist
DB00489,Sotalol,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB00489,Sotalol,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00496,Darifenacin,target,Muscarinic acetylcholine receptor M3,CHRM3,P20309,antagonist
DB00496,Darifenacin,target,Muscarinic acetylcholine receptor M1,CHRM1,P11229,antagonist
DB00496,Darifenacin,target,Muscarinic acetylcholine receptor M2,CHRM2,P08172,antagonist
DB00496,Darifenacin,target,Muscarinic acetylcholine receptor M4,CHRM4,P08173,antagonist
DB00496,Darifenacin,target,Muscarinic acetylcholine receptor M5,CHRM5,P08912,antagonist
DB00496,Darifenacin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00496,Darifenacin,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00497,Oxycodone,target,Mu-type opioid receptor,OPRM1,P35372,agonist
DB00497,Oxycodone,target,Kappa-type opioid receptor,OPRK1,P41145,agonist
DB00497,Oxycodone,target,Delta-type opioid receptor,OPRD1,P41143,agonist
DB00497,Oxycodone,target,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B,Q00975,inhibitor
DB00497,Oxycodone,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00497,Oxycodone,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00497,Oxycodone,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00497,Oxycodone,carrier,Albumin,ALB,P02768,binder
DB00497,Oxycodone,carrier,alpha1-acid glycoprotein,ORM1,P02763,binder
DB00502,Haloperidol,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist
DB00502,Haloperidol,target,D(2) dopamine receptor,DRD2,P14416,antagonist
DB00502,Haloperidol,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB00502,Haloperidol,target,D(3) dopamine receptor,DRD3,P35462,inverse agonist
DB00502,Haloperidol,target,Melanin-concentrating hormone receptor 1,MCHR1,Q99705,inhibitor
DB00502,Haloperidol,target,Synaptic vesicular amine transporter,SLC18A2,Q05940,inhibitor
DB00502,Haloperidol,target,Sigma non-opioid intracellular receptor 1,SIGMAR1,Q99720,antagonist
DB00502,Haloperidol,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB00502,Haloperidol,target,Muscarinic acetylcholine receptor M3,CHRM3,P20309,antagonist
DB00502,Haloperidol,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00502,Haloperidol,target,Alpha-2A adrenergic receptor,ADRA2A,P08913,antagonist
DB00502,Haloperidol,target,Alpha-2B adrenergic receptor,ADRA2B,P18089,antagonist
DB00502,Haloperidol,target,Alpha-2C adrenergic receptor,ADRA2C,P18825,antagonist
DB00502,Haloperidol,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,antagonist
DB00502,Haloperidol,target,5-hydroxytryptamine receptor 6,HTR6,P50406,antagonist
DB00502,Haloperidol,target,5-hydroxytryptamine receptor 7,HTR7,P34969,antagonist
DB00502,Haloperidol,target,"Glutamate receptor ionotropic, NMDA 2B",GRIN2B,Q13224,antagonist
DB00502,Haloperidol,target,D(1A) dopamine receptor,DRD1,P21728,antagonist
DB00502,Haloperidol,enzyme,Carbonyl reductase [NADPH] 1,CBR1,P16152,substrate
DB00502,Haloperidol,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,substrate
DB00502,Haloperidol,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00502,Haloperidol,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00502,Haloperidol,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,substrate
DB00502,Haloperidol,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00502,Haloperidol,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00502,Haloperidol,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00502,Haloperidol,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00502,Haloperidol,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00502,Haloperidol,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB00514,Dextromethorphan,target,Sigma non-opioid intracellular receptor 1,SIGMAR1,Q99720,agonist
DB00514,Dextromethorphan,target,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,Q8TCU5,antagonist
DB00514,Dextromethorphan,target,Aromatase,CYP19A1,P11511,inhibitor
DB00514,Dextromethorphan,target,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,Q15822,antagonist
DB00514,Dextromethorphan,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00514,Dextromethorphan,target,Membrane-associated progesterone receptor component 1,PGRMC1,O00264,binder
DB00514,Dextromethorphan,target,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,P32297,antagonist
DB00514,Dextromethorphan,target,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,P43681,antagonist
DB00514,Dextromethorphan,target,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,P30926,antagonist
DB00514,Dextromethorphan,target,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,P17787,antagonist
DB00514,Dextromethorphan,target,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,P36544,antagonist
DB00514,Dextromethorphan,target,Mu-type opioid receptor,OPRM1,P35372,agonist; regulator
DB00514,Dextromethorphan,target,Delta-type opioid receptor,OPRD1,P41143,agonist
DB00514,Dextromethorphan,target,Kappa-type opioid receptor,OPRK1,P41145,agonist
DB00514,Dextromethorphan,target,NADPH oxidase,CYBA,P13498,inhibitor
DB00514,Dextromethorphan,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00514,Dextromethorphan,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00514,Dextromethorphan,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00514,Dextromethorphan,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00514,Dextromethorphan,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate
DB00514,Dextromethorphan,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00514,Dextromethorphan,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00514,Dextromethorphan,enzyme,UDP-glucuronosyltransferase 2B4,UGT2B4,P06133,substrate
DB00514,Dextromethorphan,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB00514,Dextromethorphan,enzyme,UDP-glucuronosyltransferase 2B15,UGT2B15,P54855,substrate
DB00514,Dextromethorphan,enzyme,UDP-glucuronosyltransferase 2B17,UGT2B17,O75795,substrate
DB00515,Cisplatin,target,DNA-3-methyladenine glycosylase,MPG,P29372,blocker
DB00515,Cisplatin,target,Alpha-2-macroglobulin,A2M,P01023,binder
DB00515,Cisplatin,target,Serotransferrin,TF,P02787,binder
DB00515,Cisplatin,target,Copper transport protein ATOX1,ATOX1,O00244,binder
DB00515,Cisplatin,enzyme,Myeloperoxidase,MPO,P05164,inducer
DB00515,Cisplatin,enzyme,Xanthine dehydrogenase/oxidase,XDH,P47989,inducer
DB00515,Cisplatin,enzyme,Cytochrome P450 4A11,CYP4A11,Q02928,inducer
DB00515,Cisplatin,enzyme,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00515,Cisplatin,enzyme,Arylamine N-acetyltransferase,nat,P9WJI5,inhibitor
DB00515,Cisplatin,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor
DB00515,Cisplatin,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor
DB00515,Cisplatin,enzyme,Cholinesterase,BCHE,P06276,inhibitor
DB00515,Cisplatin,enzyme,Glutathione S-transferase theta-1,GSTT1,P30711,substrate
DB00515,Cisplatin,enzyme,Metallothionein-1A,MT1A,P04731,substrate
DB00515,Cisplatin,enzyme,Metallothionein-2,MT2A,P02795,substrate
DB00515,Cisplatin,enzyme,Superoxide dismutase [Cu-Zn],SOD1,P00441,substrate
DB00515,Cisplatin,enzyme,Glutathione S-transferase P,GSTP1,P09211,substrate
DB00515,Cisplatin,enzyme,NAD(P)H dehydrogenase [quinone] 1,NQO1,P15559,substrate
DB00515,Cisplatin,enzyme,Glutathione S-transferase Mu 1,GSTM1,P09488,substrate
DB00515,Cisplatin,carrier,Albumin,ALB,P02768,
DB00515,Cisplatin,transporter,ATP-binding cassette sub-family C member 3,ABCC3,O15438,inducer
DB00515,Cisplatin,transporter,ATP-binding cassette sub-family C member 5,ABCC5,O15440,inducer
DB00515,Cisplatin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,inducer
DB00515,Cisplatin,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,substrate; inhibitor
DB00515,Cisplatin,transporter,High affinity copper uptake protein 1,SLC31A1,O15431,substrate
DB00515,Cisplatin,transporter,Protein SLC31A2,SLC31A2,O15432,substrate
DB00515,Cisplatin,transporter,ATP-binding cassette sub-family C member 6,ABCC6,O95255,substrate
DB00515,Cisplatin,transporter,Copper-transporting ATPase 2,ATP7B,P35670,substrate
DB00515,Cisplatin,transporter,Copper-transporting ATPase 1,ATP7A,Q04656,substrate
DB00515,Cisplatin,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00526,Oxaliplatin,enzyme,Glutathione S-transferase theta-1,GSTT1,P30711,substrate
DB00526,Oxaliplatin,enzyme,Metallothionein-1A,MT1A,P04731,substrate
DB00526,Oxaliplatin,enzyme,Metallothionein-2,MT2A,P02795,substrate
DB00526,Oxaliplatin,enzyme,Myeloperoxidase,MPO,P05164,substrate
DB00526,Oxaliplatin,enzyme,Superoxide dismutase [Cu-Zn],SOD1,P00441,substrate
DB00526,Oxaliplatin,enzyme,Glutathione S-transferase P,GSTP1,P09211,substrate
DB00526,Oxaliplatin,enzyme,Glutathione S-transferase Mu 1,GSTM1,P09488,substrate
DB00526,Oxaliplatin,enzyme,NAD(P)H dehydrogenase [quinone] 1,NQO1,P15559,substrate
DB00526,Oxaliplatin,carrier,Albumin,ALB,P02768,binder
DB00526,Oxaliplatin,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,substrate
DB00526,Oxaliplatin,transporter,High affinity copper uptake protein 1,SLC31A1,O15431,substrate
DB00526,Oxaliplatin,transporter,Solute carrier family 22 member 3,SLC22A3,O75751,substrate
DB00526,Oxaliplatin,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00526,Oxaliplatin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB00526,Oxaliplatin,transporter,Copper-transporting ATPase 2,ATP7B,P35670,substrate
DB00526,Oxaliplatin,transporter,Copper-transporting ATPase 1,ATP7A,Q04656,substrate
DB00531,Cyclophosphamide,target,Nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,agonist
DB00531,Cyclophosphamide,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00531,Cyclophosphamide,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inducer
DB00531,Cyclophosphamide,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate; inducer
DB00531,Cyclophosphamide,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00531,Cyclophosphamide,enzyme,Cytochrome P450 2A6,CYP2A6,P11509,substrate
DB00531,Cyclophosphamide,enzyme,Cytochrome P450 2C18,CYP2C18,P33260,substrate
DB00531,Cyclophosphamide,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00531,Cyclophosphamide,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate; inducer
DB00537,Ciprofloxacin,target,DNA topoisomerase 4 subunit A,parC,P43702,inhibitor
DB00537,Ciprofloxacin,target,DNA gyrase subunit A,gyrA,P43700,inhibitor
DB00537,Ciprofloxacin,target,DNA gyrase subunit A,gyrA,P20831,modulator
DB00537,Ciprofloxacin,target,DNA gyrase subunit B,gyrB,P0A0K8,modulator
DB00537,Ciprofloxacin,target,Thymidylate synthase,TMP1,P12461,inhibitor
DB00537,Ciprofloxacin,target,DNA topoisomerase 2-alpha,TOP2A,P11388,inhibitor
DB00537,Ciprofloxacin,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB00537,Ciprofloxacin,target,DNA gyrase subunit A,gyrA,P0AES4,inhibitor
DB00537,Ciprofloxacin,target,DNA topoisomerase 4 subunit A,parC,P0C1U9,inhibitor
DB00537,Ciprofloxacin,target,DNA topoisomerase 4 subunit B,parE,Q59192,inhibitor
DB00537,Ciprofloxacin,target,DNA gyrase subunit A,gyrA,P05653,inhibitor
DB00537,Ciprofloxacin,target,Multidrug resistance protein MdtK,mdtK,C3T8E2,substrate
DB00537,Ciprofloxacin,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB00537,Ciprofloxacin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,inhibitor
DB00537,Ciprofloxacin,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,inhibitor
DB00537,Ciprofloxacin,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,inhibitor
DB00537,Ciprofloxacin,carrier,Albumin,ALB,P02768,binder
DB00537,Ciprofloxacin,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00537,Ciprofloxacin,transporter,Multidrug and toxin extrusion protein 1,SLC47A1,Q96FL8,substrate; inhibitor
DB00537,Ciprofloxacin,transporter,Multidrug and toxin extrusion protein 2,SLC47A2,Q86VL8,inhibitor
DB00540,Nortriptyline,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00540,Nortriptyline,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00540,Nortriptyline,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB00540,Nortriptyline,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,antagonist
DB00540,Nortriptyline,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB00540,Nortriptyline,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00540,Nortriptyline,target,Alpha-1D adrenergic receptor,ADRA1D,P25100,antagonist
DB00540,Nortriptyline,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist; downregulator
DB00540,Nortriptyline,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB00540,Nortriptyline,target,Alpha-2 adrenergic receptors,ADRA2A,P08913,antagonist
DB00540,Nortriptyline,target,Beta adrenergic receptor,ADRB1,P08588,antagonist
DB00540,Nortriptyline,target,D(2) dopamine receptor,DRD2,P14416,antagonist
DB00540,Nortriptyline,target,Sigma receptor,PGRMC1,O00264,binder
DB00540,Nortriptyline,target,5-hydroxytryptamine receptor 2C,Htr2c,P08909,antagonist
DB00540,Nortriptyline,target,Muscarinic acetylcholine receptor,CHRM1,P11229,antagonist
DB00540,Nortriptyline,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00540,Nortriptyline,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00540,Nortriptyline,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00540,Nortriptyline,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00540,Nortriptyline,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00540,Nortriptyline,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,inhibitor
DB00540,Nortriptyline,carrier,Albumin,ALB,P02768,binder
DB00540,Nortriptyline,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,binder
DB00540,Nortriptyline,transporter,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,substrate; inhibitor
DB00540,Nortriptyline,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00543,Amoxapine,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00543,Amoxapine,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00543,Amoxapine,target,D(2) dopamine receptor,DRD2,P14416,antagonist
DB00543,Amoxapine,target,D(1A) dopamine receptor,DRD1,P21728,antagonist
DB00543,Amoxapine,target,Alpha-2A adrenergic receptor,ADRA2A,P08913,antagonist
DB00543,Amoxapine,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00543,Amoxapine,target,Muscarinic acetylcholine receptor M1,CHRM1,P11229,antagonist
DB00543,Amoxapine,target,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,P14867,antagonist
DB00543,Amoxapine,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB00543,Amoxapine,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist
DB00543,Amoxapine,target,5-hydroxytryptamine receptor 6,HTR6,P50406,antagonist
DB00543,Amoxapine,target,5-hydroxytryptamine receptor 7,HTR7,P34969,antagonist
DB00543,Amoxapine,target,D(3) dopamine receptor,DRD3,P35462,antagonist
DB00543,Amoxapine,target,D(4) dopamine receptor,DRD4,P21917,antagonist
DB00543,Amoxapine,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB00543,Amoxapine,target,Alpha-1 adrenergic receptors,ADRA1A,P35348,antagonist
DB00543,Amoxapine,target,Muscarinic acetylcholine receptor,CHRM1,P11229,antagonist
DB00543,Amoxapine,target,5-hydroxytryptamine receptor 2B,HTR2B,P41595,antagonist
DB00543,Amoxapine,target,5-hydroxytryptamine receptor 3A,HTR3A,P46098,antagonist
DB00543,Amoxapine,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,antagonist
DB00543,Amoxapine,target,5-hydroxytryptamine receptor 1B,HTR1B,P28222,antagonist
DB00543,Amoxapine,target,Alpha-2 adrenergic receptors,ADRA2A,P08913,antagonist
DB00543,Amoxapine,target,Histamine H4 receptor,HRH4,Q9H3N8,binder
DB00543,Amoxapine,target,GABA(A) Receptor,GABRA1,P14867,binder
DB00543,Amoxapine,target,Sodium-dependent dopamine transporter,SLC6A3,Q01959,binder
DB00543,Amoxapine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00543,Amoxapine,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,
DB00544,Fluorouracil,target,Thymidylate synthase,TYMS,P04818,other/unknown
DB00544,Fluorouracil,target,Telomerase reverse transcriptase,TERT,O14746,other/unknown
DB00544,Fluorouracil,target,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD,Q12882,inhibitor
DB00544,Fluorouracil,target,Thymidylate synthase,TMP1,P12461,inhibitor
DB00544,Fluorouracil,enzyme,Dihydropyrimidine dehydrogenase [NADP(+)],DPYD,Q12882,substrate
DB00544,Fluorouracil,enzyme,Uridine phosphorylase 1,UPP1,Q16831,substrate
